Issue_ID,Department,Issue_Type,Entity_ID,Entity_Name,Metric,Actual_Value,Expected_Value,Variance,Priority,Root_Cause,Financial_Impact,Recommended_Action,Source,Report_Date
ISSUE-06509,Finance / Collections,Outstanding Receivable > 180 Days,INV0077857,Meera Patel,Outstanding Amount,4459.85,0.0,4459.85,High,"Delayed customer payment, weak collection follow-up or customer credit exposure.",4459.85,"Escalate collection, contact customer and review credit terms immediately.",Invoice and Payment Analysis,2026-09-16
ISSUE-06510,Finance / Collections,Outstanding Receivable > 180 Days,INV0078557,Aarav Sharma,Outstanding Amount,4459.85,0.0,4459.85,High,"Delayed customer payment, weak collection follow-up or customer credit exposure.",4459.85,"Escalate collection, contact customer and review credit terms immediately.",Invoice and Payment Analysis,2026-09-16
ISSUE-06511,Finance / Collections,Outstanding Receivable > 180 Days,INV0079257,Divya Menon,Outstanding Amount,4459.85,0.0,4459.85,High,"Delayed customer payment, weak collection follow-up or customer credit exposure.",4459.85,"Escalate collection, contact customer and review credit terms immediately.",Invoice and Payment Analysis,2026-09-16
ISSUE-06512,Finance / Collections,Outstanding Receivable > 180 Days,INV0079957,Anitha Iyer,Outstanding Amount,4459.85,0.0,4459.85,High,"Delayed customer payment, weak collection follow-up or customer credit exposure.",4459.85,"Escalate collection, contact customer and review credit terms immediately.",Invoice and Payment Analysis,2026-09-16
ISSUE-06513,Finance / Collections,Outstanding Receivable > 180 Days,INV0085557,Aarav Sharma,Outstanding Amount,4459.85,0.0,4459.85,High,"Delayed customer payment, weak collection follow-up or customer credit exposure.",4459.85,"Escalate collection, contact customer and review credit terms immediately.",Invoice and Payment Analysis,2026-09-16
ISSUE-06514,Finance / Collections,Outstanding Receivable > 180 Days,INV0086257,Anitha Iyer,Outstanding Amount,4459.85,0.0,4459.85,High,"Delayed customer payment, weak collection follow-up or customer credit exposure.",4459.85,"Escalate collection, contact customer and review credit terms immediately.",Invoice and Payment Analysis,2026-09-16
ISSUE-06515,Finance / Collections,Outstanding Receivable > 180 Days,INV0086957,Rahul Verma,Outstanding Amount,4459.85,0.0,4459.85,High,"Delayed customer payment, weak collection follow-up or customer credit exposure.",4459.85,"Escalate collection, contact customer and review credit terms immediately.",Invoice and Payment Analysis,2026-09-16
ISSUE-06516,Finance / Collections,Outstanding Receivable > 180 Days,INV0087657,Arjun Rao,Outstanding Amount,4459.85,0.0,4459.85,High,"Delayed customer payment, weak collection follow-up or customer credit exposure.",4459.85,"Escalate collection, contact customer and review credit terms immediately.",Invoice and Payment Analysis,2026-09-16
ISSUE-06517,Finance / Collections,Outstanding Receivable > 180 Days,INV0088357,Karthik Raj,Outstanding Amount,4459.85,0.0,4459.85,High,"Delayed customer payment, weak collection follow-up or customer credit exposure.",4459.85,"Escalate collection, contact customer and review credit terms immediately.",Invoice and Payment Analysis,2026-09-16
ISSUE-06518,Finance / Collections,Outstanding Receivable > 180 Days,INV0094657,Aarav Sharma,Outstanding Amount,4459.85,0.0,4459.85,High,"Delayed customer payment, weak collection follow-up or customer credit exposure.",4459.85,"Escalate collection, contact customer and review credit terms immediately.",Invoice and Payment Analysis,2026-09-16
ISSUE-06519,Finance / Collections,Outstanding Receivable > 180 Days,INV0095357,Anitha Iyer,Outstanding Amount,4459.85,0.0,4459.85,High,"Delayed customer payment, weak collection follow-up or customer credit exposure.",4459.85,"Escalate collection, contact customer and review credit terms immediately.",Invoice and Payment Analysis,2026-09-16
ISSUE-06520,Finance / Collections,Outstanding Receivable > 180 Days,INV0096057,Vijay Kumar,Outstanding Amount,4459.85,0.0,4459.85,High,"Delayed customer payment, weak collection follow-up or customer credit exposure.",4459.85,"Escalate collection, contact customer and review credit terms immediately.",Invoice and Payment Analysis,2026-09-16
ISSUE-06521,Finance / Collections,Outstanding Receivable > 180 Days,INV0096757,Meera Patel,Outstanding Amount,4459.85,0.0,4459.85,High,"Delayed customer payment, weak collection follow-up or customer credit exposure.",4459.85,"Escalate collection, contact customer and review credit terms immediately.",Invoice and Payment Analysis,2026-09-16
ISSUE-06522,Finance / Collections,Outstanding Receivable > 180 Days,INV0097457,Anitha Iyer,Outstanding Amount,4459.85,0.0,4459.85,High,"Delayed customer payment, weak collection follow-up or customer credit exposure.",4459.85,"Escalate collection, contact customer and review credit terms immediately.",Invoice and Payment Analysis,2026-09-16
ISSUE-06523,Finance / Collections,Outstanding Receivable > 180 Days,INV0077086,Aarav Sharma,Outstanding Amount,4458.77,0.0,4458.77,High,"Delayed customer payment, weak collection follow-up or customer credit exposure.",4458.77,"Escalate collection, contact customer and review credit terms immediately.",Invoice and Payment Analysis,2026-09-16
ISSUE-06524,Finance / Collections,Outstanding Receivable > 180 Days,INV0077786,Priya Nair,Outstanding Amount,4458.77,0.0,4458.77,High,"Delayed customer payment, weak collection follow-up or customer credit exposure.",4458.77,"Escalate collection, contact customer and review credit terms immediately.",Invoice and Payment Analysis,2026-09-16
ISSUE-06525,Finance / Collections,Outstanding Receivable > 180 Days,INV0078486,Divya Menon,Outstanding Amount,4458.77,0.0,4458.77,High,"Delayed customer payment, weak collection follow-up or customer credit exposure.",4458.77,"Escalate collection, contact customer and review credit terms immediately.",Invoice and Payment Analysis,2026-09-16
ISSUE-06526,Finance / Collections,Outstanding Receivable > 180 Days,INV0084086,Vijay Kumar,Outstanding Amount,4458.77,0.0,4458.77,High,"Delayed customer payment, weak collection follow-up or customer credit exposure.",4458.77,"Escalate collection, contact customer and review credit terms immediately.",Invoice and Payment Analysis,2026-09-16
ISSUE-06527,Finance / Collections,Outstanding Receivable > 180 Days,INV0084786,Arjun Rao,Outstanding Amount,4458.77,0.0,4458.77,High,"Delayed customer payment, weak collection follow-up or customer credit exposure.",4458.77,"Escalate collection, contact customer and review credit terms immediately.",Invoice and Payment Analysis,2026-09-16
ISSUE-06528,Finance / Collections,Outstanding Receivable > 180 Days,INV0085486,Rahul Verma,Outstanding Amount,4458.77,0.0,4458.77,High,"Delayed customer payment, weak collection follow-up or customer credit exposure.",4458.77,"Escalate collection, contact customer and review credit terms immediately.",Invoice and Payment Analysis,2026-09-16
ISSUE-06529,Finance / Collections,Outstanding Receivable > 180 Days,INV0086186,Vijay Kumar,Outstanding Amount,4458.77,0.0,4458.77,High,"Delayed customer payment, weak collection follow-up or customer credit exposure.",4458.77,"Escalate collection, contact customer and review credit terms immediately.",Invoice and Payment Analysis,2026-09-16
ISSUE-06530,Finance / Collections,Outstanding Receivable > 180 Days,INV0086886,Meera Patel,Outstanding Amount,4458.77,0.0,4458.77,High,"Delayed customer payment, weak collection follow-up or customer credit exposure.",4458.77,"Escalate collection, contact customer and review credit terms immediately.",Invoice and Payment Analysis,2026-09-16
ISSUE-06531,Finance / Collections,Outstanding Receivable > 180 Days,INV0092486,Neha Singh,Outstanding Amount,4458.77,0.0,4458.77,High,"Delayed customer payment, weak collection follow-up or customer credit exposure.",4458.77,"Escalate collection, contact customer and review credit terms immediately.",Invoice and Payment Analysis,2026-09-16
ISSUE-06532,Finance / Collections,Outstanding Receivable > 180 Days,INV0093186,Anitha Iyer,Outstanding Amount,4458.77,0.0,4458.77,High,"Delayed customer payment, weak collection follow-up or customer credit exposure.",4458.77,"Escalate collection, contact customer and review credit terms immediately.",Invoice and Payment Analysis,2026-09-16
ISSUE-06533,Finance / Collections,Outstanding Receivable > 180 Days,INV0093886,Priya Nair,Outstanding Amount,4458.77,0.0,4458.77,High,"Delayed customer payment, weak collection follow-up or customer credit exposure.",4458.77,"Escalate collection, contact customer and review credit terms immediately.",Invoice and Payment Analysis,2026-09-16
ISSUE-06534,Finance / Collections,Outstanding Receivable > 180 Days,INV0094586,Priya Nair,Outstanding Amount,4458.77,0.0,4458.77,High,"Delayed customer payment, weak collection follow-up or customer credit exposure.",4458.77,"Escalate collection, contact customer and review credit terms immediately.",Invoice and Payment Analysis,2026-09-16
ISSUE-06535,Finance / Collections,Outstanding Receivable > 180 Days,INV0095286,Arjun Rao,Outstanding Amount,4458.77,0.0,4458.77,High,"Delayed customer payment, weak collection follow-up or customer credit exposure.",4458.77,"Escalate collection, contact customer and review credit terms immediately.",Invoice and Payment Analysis,2026-09-16
ISSUE-06536,Finance / Collections,Outstanding Receivable > 180 Days,INV0100137,Aarav Sharma,Outstanding Amount,4454.53,0.0,4454.53,High,"Delayed customer payment, weak collection follow-up or customer credit exposure.",4454.53,"Escalate collection, contact customer and review credit terms immediately.",Invoice and Payment Analysis,2026-09-16
ISSUE-06537,Finance / Collections,Outstanding Receivable > 180 Days,INV0100837,Divya Menon,Outstanding Amount,4454.53,0.0,4454.53,High,"Delayed customer payment, weak collection follow-up or customer credit exposure.",4454.53,"Escalate collection, contact customer and review credit terms immediately.",Invoice and Payment Analysis,2026-09-16
ISSUE-06538,Finance / Collections,Outstanding Receivable > 180 Days,INV0101537,Neha Singh,Outstanding Amount,4454.53,0.0,4454.53,High,"Delayed customer payment, weak collection follow-up or customer credit exposure.",4454.53,"Escalate collection, contact customer and review credit terms immediately.",Invoice and Payment Analysis,2026-09-16
ISSUE-06539,Finance / Collections,Outstanding Receivable > 180 Days,INV0100037,Vijay Kumar,Outstanding Amount,4439.38,0.0,4439.38,High,"Delayed customer payment, weak collection follow-up or customer credit exposure.",4439.38,"Escalate collection, contact customer and review credit terms immediately.",Invoice and Payment Analysis,2026-09-16
ISSUE-06540,Finance / Collections,Outstanding Receivable > 180 Days,INV0100737,Meera Patel,Outstanding Amount,4439.38,0.0,4439.38,High,"Delayed customer payment, weak collection follow-up or customer credit exposure.",4439.38,"Escalate collection, contact customer and review credit terms immediately.",Invoice and Payment Analysis,2026-09-16
ISSUE-06541,Finance / Collections,Outstanding Receivable > 180 Days,INV0082257,Priya Nair,Outstanding Amount,4437.1,0.0,4437.1,High,"Delayed customer payment, weak collection follow-up or customer credit exposure.",4437.1,"Escalate collection, contact customer and review credit terms immediately.",Invoice and Payment Analysis,2026-09-16
ISSUE-06542,Finance / Collections,Outstanding Receivable > 180 Days,INV0082957,Meera Patel,Outstanding Amount,4437.1,0.0,4437.1,High,"Delayed customer payment, weak collection follow-up or customer credit exposure.",4437.1,"Escalate collection, contact customer and review credit terms immediately.",Invoice and Payment Analysis,2026-09-16
ISSUE-06543,Finance / Collections,Outstanding Receivable > 180 Days,INV0083657,Arjun Rao,Outstanding Amount,4437.1,0.0,4437.1,High,"Delayed customer payment, weak collection follow-up or customer credit exposure.",4437.1,"Escalate collection, contact customer and review credit terms immediately.",Invoice and Payment Analysis,2026-09-16
ISSUE-06544,Finance / Collections,Outstanding Receivable > 180 Days,INV0084357,Meera Patel,Outstanding Amount,4437.1,0.0,4437.1,High,"Delayed customer payment, weak collection follow-up or customer credit exposure.",4437.1,"Escalate collection, contact customer and review credit terms immediately.",Invoice and Payment Analysis,2026-09-16
ISSUE-06545,Finance / Collections,Outstanding Receivable > 180 Days,INV0085057,Neha Singh,Outstanding Amount,4437.1,0.0,4437.1,High,"Delayed customer payment, weak collection follow-up or customer credit exposure.",4437.1,"Escalate collection, contact customer and review credit terms immediately.",Invoice and Payment Analysis,2026-09-16
ISSUE-06546,Finance / Collections,Outstanding Receivable > 180 Days,INV0090657,Divya Menon,Outstanding Amount,4437.1,0.0,4437.1,High,"Delayed customer payment, weak collection follow-up or customer credit exposure.",4437.1,"Escalate collection, contact customer and review credit terms immediately.",Invoice and Payment Analysis,2026-09-16
ISSUE-06547,Finance / Collections,Outstanding Receivable > 180 Days,INV0091357,Vijay Kumar,Outstanding Amount,4437.1,0.0,4437.1,High,"Delayed customer payment, weak collection follow-up or customer credit exposure.",4437.1,"Escalate collection, contact customer and review credit terms immediately.",Invoice and Payment Analysis,2026-09-16
ISSUE-06548,Finance / Collections,Outstanding Receivable > 180 Days,INV0092057,Karthik Raj,Outstanding Amount,4437.1,0.0,4437.1,High,"Delayed customer payment, weak collection follow-up or customer credit exposure.",4437.1,"Escalate collection, contact customer and review credit terms immediately.",Invoice and Payment Analysis,2026-09-16
ISSUE-06549,Finance / Collections,Outstanding Receivable > 180 Days,INV0092757,Karthik Raj,Outstanding Amount,4437.1,0.0,4437.1,High,"Delayed customer payment, weak collection follow-up or customer credit exposure.",4437.1,"Escalate collection, contact customer and review credit terms immediately.",Invoice and Payment Analysis,2026-09-16
ISSUE-06550,Finance / Collections,Outstanding Receivable > 180 Days,INV0093457,Vijay Kumar,Outstanding Amount,4437.1,0.0,4437.1,High,"Delayed customer payment, weak collection follow-up or customer credit exposure.",4437.1,"Escalate collection, contact customer and review credit terms immediately.",Invoice and Payment Analysis,2026-09-16
ISSUE-06551,Finance / Collections,Outstanding Receivable > 180 Days,INV0099057,Divya Menon,Outstanding Amount,4437.1,0.0,4437.1,High,"Delayed customer payment, weak collection follow-up or customer credit exposure.",4437.1,"Escalate collection, contact customer and review credit terms immediately.",Invoice and Payment Analysis,2026-09-16
ISSUE-06552,Finance / Collections,Outstanding Receivable > 180 Days,INV0099757,Aarav Sharma,Outstanding Amount,4437.1,0.0,4437.1,High,"Delayed customer payment, weak collection follow-up or customer credit exposure.",4437.1,"Escalate collection, contact customer and review credit terms immediately.",Invoice and Payment Analysis,2026-09-16
ISSUE-06553,Finance / Collections,Outstanding Receivable > 180 Days,INV0077034,Neha Singh,Outstanding Amount,4436.83,0.0,4436.83,High,"Delayed customer payment, weak collection follow-up or customer credit exposure.",4436.83,"Escalate collection, contact customer and review credit terms immediately.",Invoice and Payment Analysis,2026-09-16
ISSUE-06554,Finance / Collections,Outstanding Receivable > 180 Days,INV0082634,Divya Menon,Outstanding Amount,4436.83,0.0,4436.83,High,"Delayed customer payment, weak collection follow-up or customer credit exposure.",4436.83,"Escalate collection, contact customer and review credit terms immediately.",Invoice and Payment Analysis,2026-09-16
ISSUE-06555,Finance / Collections,Outstanding Receivable > 180 Days,INV0083334,Arjun Rao,Outstanding Amount,4436.83,0.0,4436.83,High,"Delayed customer payment, weak collection follow-up or customer credit exposure.",4436.83,"Escalate collection, contact customer and review credit terms immediately.",Invoice and Payment Analysis,2026-09-16
ISSUE-06556,Finance / Collections,Outstanding Receivable > 180 Days,INV0084034,Karthik Raj,Outstanding Amount,4436.83,0.0,4436.83,High,"Delayed customer payment, weak collection follow-up or customer credit exposure.",4436.83,"Escalate collection, contact customer and review credit terms immediately.",Invoice and Payment Analysis,2026-09-16
ISSUE-06557,Finance / Collections,Outstanding Receivable > 180 Days,INV0084734,Meera Patel,Outstanding Amount,4436.83,0.0,4436.83,High,"Delayed customer payment, weak collection follow-up or customer credit exposure.",4436.83,"Escalate collection, contact customer and review credit terms immediately.",Invoice and Payment Analysis,2026-09-16
ISSUE-06558,Finance / Collections,Outstanding Receivable > 180 Days,INV0085434,Anitha Iyer,Outstanding Amount,4436.83,0.0,4436.83,High,"Delayed customer payment, weak collection follow-up or customer credit exposure.",4436.83,"Escalate collection, contact customer and review credit terms immediately.",Invoice and Payment Analysis,2026-09-16
ISSUE-06559,Finance / Collections,Outstanding Receivable > 180 Days,INV0091034,Divya Menon,Outstanding Amount,4436.83,0.0,4436.83,High,"Delayed customer payment, weak collection follow-up or customer credit exposure.",4436.83,"Escalate collection, contact customer and review credit terms immediately.",Invoice and Payment Analysis,2026-09-16
ISSUE-06560,Finance / Collections,Outstanding Receivable > 180 Days,INV0091734,Divya Menon,Outstanding Amount,4436.83,0.0,4436.83,High,"Delayed customer payment, weak collection follow-up or customer credit exposure.",4436.83,"Escalate collection, contact customer and review credit terms immediately.",Invoice and Payment Analysis,2026-09-16
ISSUE-06561,Finance / Collections,Outstanding Receivable > 180 Days,INV0092434,Neha Singh,Outstanding Amount,4436.83,0.0,4436.83,High,"Delayed customer payment, weak collection follow-up or customer credit exposure.",4436.83,"Escalate collection, contact customer and review credit terms immediately.",Invoice and Payment Analysis,2026-09-16
ISSUE-06562,Finance / Collections,Outstanding Receivable > 180 Days,INV0093134,Aarav Sharma,Outstanding Amount,4436.83,0.0,4436.83,High,"Delayed customer payment, weak collection follow-up or customer credit exposure.",4436.83,"Escalate collection, contact customer and review credit terms immediately.",Invoice and Payment Analysis,2026-09-16
ISSUE-06563,Finance / Collections,Outstanding Receivable > 180 Days,INV0093834,Anitha Iyer,Outstanding Amount,4436.83,0.0,4436.83,High,"Delayed customer payment, weak collection follow-up or customer credit exposure.",4436.83,"Escalate collection, contact customer and review credit terms immediately.",Invoice and Payment Analysis,2026-09-16
ISSUE-06564,Finance / Collections,Outstanding Receivable > 180 Days,INV0080443,Karthik Raj,Outstanding Amount,4416.19,0.0,4416.19,High,"Delayed customer payment, weak collection follow-up or customer credit exposure.",4416.19,"Escalate collection, contact customer and review credit terms immediately.",Invoice and Payment Analysis,2026-09-16
ISSUE-06565,Finance / Collections,Outstanding Receivable > 180 Days,INV0081143,Rahul Verma,Outstanding Amount,4416.19,0.0,4416.19,High,"Delayed customer payment, weak collection follow-up or customer credit exposure.",4416.19,"Escalate collection, contact customer and review credit terms immediately.",Invoice and Payment Analysis,2026-09-16
ISSUE-06566,Finance / Collections,Outstanding Receivable > 180 Days,INV0081843,Karthik Raj,Outstanding Amount,4416.19,0.0,4416.19,High,"Delayed customer payment, weak collection follow-up or customer credit exposure.",4416.19,"Escalate collection, contact customer and review credit terms immediately.",Invoice and Payment Analysis,2026-09-16
ISSUE-06567,Finance / Collections,Outstanding Receivable > 180 Days,INV0082543,Rahul Verma,Outstanding Amount,4416.19,0.0,4416.19,High,"Delayed customer payment, weak collection follow-up or customer credit exposure.",4416.19,"Escalate collection, contact customer and review credit terms immediately.",Invoice and Payment Analysis,2026-09-16
ISSUE-06568,Finance / Collections,Outstanding Receivable > 180 Days,INV0083243,Karthik Raj,Outstanding Amount,4416.19,0.0,4416.19,High,"Delayed customer payment, weak collection follow-up or customer credit exposure.",4416.19,"Escalate collection, contact customer and review credit terms immediately.",Invoice and Payment Analysis,2026-09-16
ISSUE-06569,Finance / Collections,Outstanding Receivable > 180 Days,INV0088843,Aarav Sharma,Outstanding Amount,4416.19,0.0,4416.19,High,"Delayed customer payment, weak collection follow-up or customer credit exposure.",4416.19,"Escalate collection, contact customer and review credit terms immediately.",Invoice and Payment Analysis,2026-09-16
ISSUE-06570,Finance / Collections,Outstanding Receivable > 180 Days,INV0089543,Aarav Sharma,Outstanding Amount,4416.19,0.0,4416.19,High,"Delayed customer payment, weak collection follow-up or customer credit exposure.",4416.19,"Escalate collection, contact customer and review credit terms immediately.",Invoice and Payment Analysis,2026-09-16
ISSUE-06571,Finance / Collections,Outstanding Receivable > 180 Days,INV0090243,Vijay Kumar,Outstanding Amount,4416.19,0.0,4416.19,High,"Delayed customer payment, weak collection follow-up or customer credit exposure.",4416.19,"Escalate collection, contact customer and review credit terms immediately.",Invoice and Payment Analysis,2026-09-16
ISSUE-06572,Finance / Collections,Outstanding Receivable > 180 Days,INV0090943,Aarav Sharma,Outstanding Amount,4416.19,0.0,4416.19,High,"Delayed customer payment, weak collection follow-up or customer credit exposure.",4416.19,"Escalate collection, contact customer and review credit terms immediately.",Invoice and Payment Analysis,2026-09-16
ISSUE-06573,Finance / Collections,Outstanding Receivable > 180 Days,INV0091643,Meera Patel,Outstanding Amount,4416.19,0.0,4416.19,High,"Delayed customer payment, weak collection follow-up or customer credit exposure.",4416.19,"Escalate collection, contact customer and review credit terms immediately.",Invoice and Payment Analysis,2026-09-16
ISSUE-06574,Finance / Collections,Outstanding Receivable > 180 Days,INV0097243,Vijay Kumar,Outstanding Amount,4416.19,0.0,4416.19,High,"Delayed customer payment, weak collection follow-up or customer credit exposure.",4416.19,"Escalate collection, contact customer and review credit terms immediately.",Invoice and Payment Analysis,2026-09-16
ISSUE-06575,Finance / Collections,Outstanding Receivable > 180 Days,INV0097943,Aarav Sharma,Outstanding Amount,4416.19,0.0,4416.19,High,"Delayed customer payment, weak collection follow-up or customer credit exposure.",4416.19,"Escalate collection, contact customer and review credit terms immediately.",Invoice and Payment Analysis,2026-09-16
ISSUE-06576,Finance / Collections,Outstanding Receivable > 180 Days,INV0098643,Divya Menon,Outstanding Amount,4416.19,0.0,4416.19,High,"Delayed customer payment, weak collection follow-up or customer credit exposure.",4416.19,"Escalate collection, contact customer and review credit terms immediately.",Invoice and Payment Analysis,2026-09-16
ISSUE-06577,Finance / Collections,Outstanding Receivable > 180 Days,INV0099343,Arjun Rao,Outstanding Amount,4416.19,0.0,4416.19,High,"Delayed customer payment, weak collection follow-up or customer credit exposure.",4416.19,"Escalate collection, contact customer and review credit terms immediately.",Invoice and Payment Analysis,2026-09-16
ISSUE-06578,Finance / Collections,Outstanding Receivable > 180 Days,INV0078257,Anitha Iyer,Outstanding Amount,4414.34,0.0,4414.34,High,"Delayed customer payment, weak collection follow-up or customer credit exposure.",4414.34,"Escalate collection, contact customer and review credit terms immediately.",Invoice and Payment Analysis,2026-09-16
ISSUE-06579,Finance / Collections,Outstanding Receivable > 180 Days,INV0078957,Neha Singh,Outstanding Amount,4414.34,0.0,4414.34,High,"Delayed customer payment, weak collection follow-up or customer credit exposure.",4414.34,"Escalate collection, contact customer and review credit terms immediately.",Invoice and Payment Analysis,2026-09-16
ISSUE-06580,Finance / Collections,Outstanding Receivable > 180 Days,INV0079657,Vijay Kumar,Outstanding Amount,4414.34,0.0,4414.34,High,"Delayed customer payment, weak collection follow-up or customer credit exposure.",4414.34,"Escalate collection, contact customer and review credit terms immediately.",Invoice and Payment Analysis,2026-09-16
ISSUE-06581,Finance / Collections,Outstanding Receivable > 180 Days,INV0080357,Rahul Verma,Outstanding Amount,4414.34,0.0,4414.34,High,"Delayed customer payment, weak collection follow-up or customer credit exposure.",4414.34,"Escalate collection, contact customer and review credit terms immediately.",Invoice and Payment Analysis,2026-09-16
ISSUE-06582,Finance / Collections,Outstanding Receivable > 180 Days,INV0081057,Anitha Iyer,Outstanding Amount,4414.34,0.0,4414.34,High,"Delayed customer payment, weak collection follow-up or customer credit exposure.",4414.34,"Escalate collection, contact customer and review credit terms immediately.",Invoice and Payment Analysis,2026-09-16
ISSUE-06583,Finance / Collections,Outstanding Receivable > 180 Days,INV0086657,Rahul Verma,Outstanding Amount,4414.34,0.0,4414.34,High,"Delayed customer payment, weak collection follow-up or customer credit exposure.",4414.34,"Escalate collection, contact customer and review credit terms immediately.",Invoice and Payment Analysis,2026-09-16
ISSUE-06584,Finance / Collections,Outstanding Receivable > 180 Days,INV0087357,Rahul Verma,Outstanding Amount,4414.34,0.0,4414.34,High,"Delayed customer payment, weak collection follow-up or customer credit exposure.",4414.34,"Escalate collection, contact customer and review credit terms immediately.",Invoice and Payment Analysis,2026-09-16
ISSUE-06585,Finance / Collections,Outstanding Receivable > 180 Days,INV0088057,Arjun Rao,Outstanding Amount,4414.34,0.0,4414.34,High,"Delayed customer payment, weak collection follow-up or customer credit exposure.",4414.34,"Escalate collection, contact customer and review credit terms immediately.",Invoice and Payment Analysis,2026-09-16
ISSUE-06586,Finance / Collections,Outstanding Receivable > 180 Days,INV0088757,Neha Singh,Outstanding Amount,4414.34,0.0,4414.34,High,"Delayed customer payment, weak collection follow-up or customer credit exposure.",4414.34,"Escalate collection, contact customer and review credit terms immediately.",Invoice and Payment Analysis,2026-09-16
ISSUE-06587,Finance / Collections,Outstanding Receivable > 180 Days,INV0089457,Meera Patel,Outstanding Amount,4414.34,0.0,4414.34,High,"Delayed customer payment, weak collection follow-up or customer credit exposure.",4414.34,"Escalate collection, contact customer and review credit terms immediately.",Invoice and Payment Analysis,2026-09-16
ISSUE-06588,Finance / Collections,Outstanding Receivable > 180 Days,INV0090157,Karthik Raj,Outstanding Amount,4414.34,0.0,4414.34,High,"Delayed customer payment, weak collection follow-up or customer credit exposure.",4414.34,"Escalate collection, contact customer and review credit terms immediately.",Invoice and Payment Analysis,2026-09-16
ISSUE-06589,Finance / Collections,Outstanding Receivable > 180 Days,INV0095757,Vijay Kumar,Outstanding Amount,4414.34,0.0,4414.34,High,"Delayed customer payment, weak collection follow-up or customer credit exposure.",4414.34,"Escalate collection, contact customer and review credit terms immediately.",Invoice and Payment Analysis,2026-09-16
ISSUE-06590,Finance / Collections,Outstanding Receivable > 180 Days,INV0096457,Karthik Raj,Outstanding Amount,4414.34,0.0,4414.34,High,"Delayed customer payment, weak collection follow-up or customer credit exposure.",4414.34,"Escalate collection, contact customer and review credit terms immediately.",Invoice and Payment Analysis,2026-09-16
ISSUE-06591,Finance / Collections,Outstanding Receivable > 180 Days,INV0097157,Aarav Sharma,Outstanding Amount,4414.34,0.0,4414.34,High,"Delayed customer payment, weak collection follow-up or customer credit exposure.",4414.34,"Escalate collection, contact customer and review credit terms immediately.",Invoice and Payment Analysis,2026-09-16
ISSUE-06592,Finance / Collections,Outstanding Receivable > 180 Days,INV0097857,Meera Patel,Outstanding Amount,4414.34,0.0,4414.34,High,"Delayed customer payment, weak collection follow-up or customer credit exposure.",4414.34,"Escalate collection, contact customer and review credit terms immediately.",Invoice and Payment Analysis,2026-09-16
ISSUE-06593,Finance / Collections,Outstanding Receivable > 180 Days,INV0098557,Aarav Sharma,Outstanding Amount,4414.34,0.0,4414.34,High,"Delayed customer payment, weak collection follow-up or customer credit exposure.",4414.34,"Escalate collection, contact customer and review credit terms immediately.",Invoice and Payment Analysis,2026-09-16
ISSUE-06594,Finance / Collections,Outstanding Receivable > 180 Days,INV0077486,Neha Singh,Outstanding Amount,4413.73,0.0,4413.73,High,"Delayed customer payment, weak collection follow-up or customer credit exposure.",4413.73,"Escalate collection, contact customer and review credit terms immediately.",Invoice and Payment Analysis,2026-09-16
ISSUE-06595,Finance / Collections,Outstanding Receivable > 180 Days,INV0078186,Vijay Kumar,Outstanding Amount,4413.73,0.0,4413.73,High,"Delayed customer payment, weak collection follow-up or customer credit exposure.",4413.73,"Escalate collection, contact customer and review credit terms immediately.",Invoice and Payment Analysis,2026-09-16
ISSUE-06596,Finance / Collections,Outstanding Receivable > 180 Days,INV0078886,Arjun Rao,Outstanding Amount,4413.73,0.0,4413.73,High,"Delayed customer payment, weak collection follow-up or customer credit exposure.",4413.73,"Escalate collection, contact customer and review credit terms immediately.",Invoice and Payment Analysis,2026-09-16
ISSUE-06597,Finance / Collections,Outstanding Receivable > 180 Days,INV0079586,Rahul Verma,Outstanding Amount,4413.73,0.0,4413.73,High,"Delayed customer payment, weak collection follow-up or customer credit exposure.",4413.73,"Escalate collection, contact customer and review credit terms immediately.",Invoice and Payment Analysis,2026-09-16
ISSUE-06598,Finance / Collections,Outstanding Receivable > 180 Days,INV0085186,Meera Patel,Outstanding Amount,4413.73,0.0,4413.73,High,"Delayed customer payment, weak collection follow-up or customer credit exposure.",4413.73,"Escalate collection, contact customer and review credit terms immediately.",Invoice and Payment Analysis,2026-09-16
ISSUE-06599,Finance / Collections,Outstanding Receivable > 180 Days,INV0085886,Priya Nair,Outstanding Amount,4413.73,0.0,4413.73,High,"Delayed customer payment, weak collection follow-up or customer credit exposure.",4413.73,"Escalate collection, contact customer and review credit terms immediately.",Invoice and Payment Analysis,2026-09-16
ISSUE-06600,Finance / Collections,Outstanding Receivable > 180 Days,INV0086586,Arjun Rao,Outstanding Amount,4413.73,0.0,4413.73,High,"Delayed customer payment, weak collection follow-up or customer credit exposure.",4413.73,"Escalate collection, contact customer and review credit terms immediately.",Invoice and Payment Analysis,2026-09-16
ISSUE-06601,Finance / Collections,Outstanding Receivable > 180 Days,INV0087286,Vijay Kumar,Outstanding Amount,4413.73,0.0,4413.73,High,"Delayed customer payment, weak collection follow-up or customer credit exposure.",4413.73,"Escalate collection, contact customer and review credit terms immediately.",Invoice and Payment Analysis,2026-09-16
